Zeit,Kanal,Spannung,Strom,Leistung
27/05/2024 16:26:57,1,0.1,0.005,0.0
27/05/2024 16:27:08,1,0.1,0.005,0.0
27/05/2024 16:27:18,1,0.1,0.005,0.0
27/05/2024 16:27:28,1,0.1,0.004,0.0
27/05/2024 16:27:38,1,0.1,0.005,0.0
27/05/2024 16:27:49,1,5.763,0.186,1.074
27/05/2024 16:27:59,1,6.62,0.302,2.0
27/05/2024 16:28:09,1,6.62,0.302,2.0
