Wellenzahl	SKS (1050 °C)	Norm. ÜF = Referenz / Planck
5388.79503	4.86336E+10	0.000345612
5386.86633	4.86489E+10	0.00033888
5384.93763	4.86641E+10	0.000337969
5383.00893	4.86793E+10	0.000345856
5381.08022	4.86944E+10	0.000350222
5379.15152	4.87096E+10	0.00034306
5377.22282	4.87247E+10	0.000333295
5375.29412	4.87398E+10	0.000334783
5373.36541	4.87548E+10	0.000345589
5371.43671	4.87699E+10	0.000354641
5369.50801	4.87849E+10	0.000357982
5367.5793	4.87999E+10	0.000357055
5365.6506	4.88148E+10	0.000353897
5363.7219	4.88298E+10	0.000352592
5361.7932	4.88447E+10	0.00035583
5359.86449	4.88595E+10	0.000359842
5357.93579	4.88744E+10	0.00035812
5356.00709	4.88892E+10	0.000347371
5354.07839	4.89040E+10	0.000336762
5352.14968	4.89188E+10	0.000338661
5350.22098	4.89335E+10	0.000346286
5348.29228	4.89483E+10	0.000345084
5346.36358	4.89629E+10	0.000334578
5344.43487	4.89776E+10	0.000329999
5342.50617	4.89922E+10	0.000337192
5340.57747	4.90069E+10	0.000338556
5338.64877	4.90214E+10	0.000332784
5336.72006	4.90360E+10	0.000338318
5334.79136	4.90505E+10	0.000350783
5332.86266	4.90650E+10	0.000356671
5330.93396	4.90795E+10	0.000356581
5329.00525	4.90940E+10	0.00035312
5327.07655	4.91084E+10	0.000352634
5325.14785	4.91228E+10	0.000360662
5323.21915	4.91371E+10	0.000369412
5321.29044	4.91515E+10	0.000372693
5319.36174	4.91658E+10	0.000372661
5317.43304	4.91801E+10	0.000371516
5315.50433	4.91943E+10	0.000371644
5313.57563	4.92086E+10	0.000373652
5311.64693	4.92228E+10	0.00037389
5309.71823	4.92369E+10	0.000369083
5307.78952	4.92511E+10	0.00036461
5305.86082	4.92652E+10	0.000367664
5303.93212	4.92793E+10	0.000373561
5302.00342	4.92934E+10	0.000375417
5300.07471	4.93074E+10	0.000375576
5298.14601	4.93214E+10	0.000377682
5296.21731	4.93354E+10	0.000380162
5294.28861	4.93493E+10	0.000378838
5292.3599	4.93632E+10	0.00037215
5290.4312	4.93771E+10	0.000367427
5288.5025	4.93910E+10	0.000370745
5286.5738	4.94048E+10	0.000374941
5284.64509	4.94187E+10	0.000375807
5282.71639	4.94324E+10	0.000377166
5280.78769	4.94462E+10	0.000379275
5278.85899	4.94599E+10	0.000382081
5276.93028	4.94736E+10	0.000385419
5275.00158	4.94873E+10	0.000387332
5273.07288	4.95009E+10	0.000386826
5271.14418	4.95145E+10	0.00038373
5269.21547	4.95281E+10	0.00037988
5267.28677	4.95417E+10	0.000374495
5265.35807	4.95552E+10	0.000365953
5263.42937	4.95687E+10	0.000362475
5261.50066	4.95821E+10	0.000370779
5259.57196	4.95956E+10	0.000381665
5257.64326	4.96090E+10	0.000382573
5255.71455	4.96224E+10	0.000376487
5253.78585	4.96357E+10	0.000377056
5251.85715	4.96490E+10	0.000381233
5249.92845	4.96623E+10	0.000376034
5247.99974	4.96756E+10	0.000368364
5246.07104	4.96888E+10	0.000368855
5244.14234	4.97020E+10	0.000375826
5242.21364	4.97152E+10	0.000385929
5240.28493	4.97283E+10	0.00039379
5238.35623	4.97415E+10	0.000396299
5236.42753	4.97545E+10	0.000395938
5234.49883	4.97676E+10	0.000393446
5232.57012	4.97806E+10	0.000390334
5230.64142	4.97936E+10	0.000390226
5228.71272	4.98066E+10	0.000389358
5226.78402	4.98195E+10	0.000383488
5224.85531	4.98324E+10	0.000382144
5222.92661	4.98453E+10	0.000390237
5220.99791	4.98582E+10	0.00039679
5219.06921	4.98710E+10	0.000397755
5217.1405	4.98838E+10	0.000399548
5215.2118	4.98965E+10	0.000403471
5213.2831	4.99093E+10	0.000405052
5211.3544	4.99219E+10	0.000399964
5209.42569	4.99346E+10	0.000387717
5207.49699	4.99473E+10	0.000377669
5205.56829	4.99599E+10	0.000382149
5203.63958	4.99724E+10	0.000397075
5201.71088	4.99850E+10	0.000407113
5199.78218	4.99975E+10	0.000406805
5197.85348	5.00100E+10	0.000403098
5195.92477	5.00224E+10	0.000404238
5193.99607	5.00349E+10	0.000409132
5192.06737	5.00473E+10	0.000411022
5190.13867	5.00596E+10	0.000409547
5188.20996	5.00719E+10	0.00040752
5186.28126	5.00843E+10	0.0004056
5184.35256	5.00965E+10	0.000406376
5182.42386	5.01088E+10	0.000410276
5180.49515	5.01210E+10	0.000413321
5178.56645	5.01331E+10	0.000414826
5176.63775	5.01453E+10	0.000416459
5174.70905	5.01574E+10	0.000417663
5172.78034	5.01695E+10	0.000417454
5170.85164	5.01815E+10	0.000417207
5168.92294	5.01936E+10	0.000418832
5166.99424	5.02056E+10	0.000419942
5165.06553	5.02175E+10	0.00041863
5163.13683	5.02294E+10	0.000418315
5161.20813	5.02413E+10	0.00042022
5159.27943	5.02532E+10	0.000421101
5157.35072	5.02650E+10	0.000420433
5155.42202	5.02768E+10	0.000421122
5153.49332	5.02886E+10	0.000423497
5151.56461	5.03004E+10	0.000425588
5149.63591	5.03121E+10	0.000427254
5147.70721	5.03237E+10	0.000428716
5145.77851	5.03354E+10	0.000429043
5143.8498	5.03470E+10	0.000428241
5141.9211	5.03586E+10	0.000428185
5139.9924	5.03701E+10	0.000429933
5138.0637	5.03816E+10	0.0004318
5136.13499	5.03931E+10	0.000432425
5134.20629	5.04046E+10	0.00043263
5132.27759	5.04160E+10	0.000433345
5130.34889	5.04274E+10	0.000434513
5128.42018	5.04387E+10	0.000435729
5126.49148	5.04501E+10	0.000436794
5124.56278	5.04613E+10	0.000437527
5122.63408	5.04726E+10	0.000437642
5120.70537	5.04838E+10	0.000437448
5118.77667	5.04950E+10	0.000437835
5116.84797	5.05062E+10	0.00043882
5114.91927	5.05173E+10	0.00043967
5112.99056	5.05284E+10	0.000440391
5111.06186	5.05395E+10	0.000441281
5109.13316	5.05505E+10	0.000442177
5107.20446	5.05615E+10	0.000443005
5105.27575	5.05725E+10	0.000443944
5103.34705	5.05834E+10	0.000444925
5101.41835	5.05943E+10	0.000445669
5099.48964	5.06052E+10	0.000446133
5097.56094	5.06160E+10	0.000446534
5095.63224	5.06268E+10	0.000447112
5093.70354	5.06376E+10	0.000447974
5091.77483	5.06483E+10	0.000449
5089.84613	5.06590E+10	0.000449958
5087.91743	5.06697E+10	0.000450707
5085.98873	5.06803E+10	0.000451284
5084.06002	5.06909E+10	0.000451804
5082.13132	5.07015E+10	0.000452414
5080.20262	5.07120E+10	0.00045329
5078.27392	5.07225E+10	0.000454331
5076.34521	5.07330E+10	0.000455167
5074.41651	5.07434E+10	0.000455692
5072.48781	5.07538E+10	0.000456254
5070.55911	5.07642E+10	0.000457135
5068.6304	5.07745E+10	0.000458126
5066.7017	5.07848E+10	0.000459022
5064.773	5.07951E+10	0.0004599
5062.8443	5.08053E+10	0.000460603
5060.91559	5.08155E+10	0.000461071
5058.98689	5.08257E+10	0.000461653
5057.05819	5.08358E+10	0.000462438
5055.12949	5.08459E+10	0.000463198
5053.20078	5.08559E+10	0.000463798
5051.27208	5.08660E+10	0.000464376
5049.34338	5.08760E+10	0.000465155
5047.41468	5.08859E+10	0.00046602
5045.48597	5.08958E+10	0.000466807
5043.55727	5.09057E+10	0.000467647
5041.62857	5.09156E+10	0.000468527
5039.69986	5.09254E+10	0.000469211
5037.77116	5.09352E+10	0.000469764
5035.84246	5.09450E+10	0.000470428
5033.91376	5.09547E+10	0.000471181
5031.98505	5.09644E+10	0.000471984
5030.05635	5.09740E+10	0.000472881
5028.12765	5.09836E+10	0.000473735
5026.19895	5.09932E+10	0.000474479
5024.27024	5.10027E+10	0.000475263
5022.34154	5.10122E+10	0.000476132
5020.41284	5.10217E+10	0.00047697
5018.48414	5.10312E+10	0.000477703
5016.55543	5.10406E+10	0.000478347
5014.62673	5.10499E+10	0.000478948
5012.69803	5.10593E+10	0.000479581
5010.76933	5.10686E+10	0.000480302
5008.84062	5.10778E+10	0.000481023
5006.91192	5.10871E+10	0.000481676
5004.98322	5.10963E+10	0.000482376
5003.05452	5.11054E+10	0.000483143
5001.12581	5.11145E+10	0.000483825
4999.19711	5.11236E+10	0.000484338
4997.26841	5.11327E+10	0.000484807
4995.33971	5.11417E+10	0.000485396
4993.411	5.11507E+10	0.000486125
4991.4823	5.11596E+10	0.000486985
4989.5536	5.11685E+10	0.000487818
4987.62489	5.11774E+10	0.000488562
4985.69619	5.11862E+10	0.000489596
4983.76749	5.11950E+10	0.000490918
4981.83879	5.12038E+10	0.000492005
4979.91008	5.12125E+10	0.000492757
4977.98138	5.12212E+10	0.00049344
4976.05268	5.12299E+10	0.000494156
4974.12398	5.12385E+10	0.00049489
4972.19527	5.12471E+10	0.000495735
4970.26657	5.12557E+10	0.000496757
4968.33787	5.12642E+10	0.000497663
4966.40917	5.12727E+10	0.000498204
4964.48046	5.12811E+10	0.000498668
4962.55176	5.12895E+10	0.000499359
4960.62306	5.12979E+10	0.000500203
4958.69436	5.13062E+10	0.000501058
4956.76565	5.13145E+10	0.000501931
4954.83695	5.13228E+10	0.000502898
4952.90825	5.13310E+10	0.000503913
4950.97955	5.13392E+10	0.000504848
4949.05084	5.13473E+10	0.000505681
4947.12214	5.13554E+10	0.000506481
4945.19344	5.13635E+10	0.000507283
4943.26474	5.13716E+10	0.000508093
4941.33603	5.13796E+10	0.000508857
4939.40733	5.13875E+10	0.000509629
4937.47863	5.13955E+10	0.000510601
4935.54992	5.14034E+10	0.000511674
4933.62122	5.14112E+10	0.000512579
4931.69252	5.14190E+10	0.000513383
4929.76382	5.14268E+10	0.000514235
4927.83511	5.14346E+10	0.000515026
4925.90641	5.14423E+10	0.000515697
4923.97771	5.14499E+10	0.000516423
4922.04901	5.14576E+10	0.000517274
4920.1203	5.14652E+10	0.000518132
4918.1916	5.14727E+10	0.000519011
4916.2629	5.14802E+10	0.00052
4914.3342	5.14877E+10	0.000520946
4912.40549	5.14952E+10	0.000521765
4910.47679	5.15026E+10	0.000522645
4908.54809	5.15100E+10	0.000523567
4906.61939	5.15173E+10	0.00052443
4904.69068	5.15246E+10	0.000525295
4902.76198	5.15318E+10	0.000526121
4900.83328	5.15391E+10	0.000526852
4898.90458	5.15462E+10	0.000527613
4896.97587	5.15534E+10	0.000528477
4895.04717	5.15605E+10	0.000529354
4893.11847	5.15676E+10	0.00053019
4891.18977	5.15746E+10	0.000531008
4889.26106	5.15816E+10	0.000531819
4887.33236	5.15885E+10	0.000532595
4885.40366	5.15955E+10	0.000533336
4883.47496	5.16023E+10	0.000534174
4881.54625	5.16092E+10	0.000535079
4879.61755	5.16160E+10	0.000535914
4877.68885	5.16228E+10	0.000536844
4875.76014	5.16295E+10	0.000537908
4873.83144	5.16362E+10	0.000538774
4871.90274	5.16428E+10	0.000539425
4869.97404	5.16494E+10	0.000540196
4868.04533	5.16560E+10	0.000541122
4866.11663	5.16625E+10	0.000542002
4864.18793	5.16690E+10	0.000542852
4862.25923	5.16755E+10	0.000543861
4860.33052	5.16819E+10	0.000544983
4858.40182	5.16883E+10	0.000545943
4856.47312	5.16946E+10	0.000546738
4854.54442	5.17009E+10	0.000547574
4852.61571	5.17072E+10	0.000548416
4850.68701	5.17134E+10	0.000549199
4848.75831	5.17196E+10	0.000550023
4846.82961	5.17257E+10	0.000550913
4844.9009	5.17318E+10	0.000551843
4842.9722	5.17379E+10	0.000552806
4841.0435	5.17439E+10	0.000553687
4839.1148	5.17499E+10	0.000554433
4837.18609	5.17559E+10	0.00055524
4835.25739	5.17618E+10	0.00055624
4833.32869	5.17677E+10	0.000557268
4831.39999	5.17735E+10	0.000558163
4829.47128	5.17793E+10	0.000559045
4827.54258	5.17850E+10	0.000560046
4825.61388	5.17908E+10	0.000561035
4823.68517	5.17964E+10	0.000561965
4821.75647	5.18021E+10	0.000562918
4819.82777	5.18077E+10	0.000563883
4817.89907	5.18132E+10	0.000564917
4815.97036	5.18187E+10	0.000565978
4814.04166	5.18242E+10	0.000566894
4812.11296	5.18296E+10	0.000567732
4810.18426	5.18350E+10	0.000568676
4808.25555	5.18404E+10	0.0005697
4806.32685	5.18457E+10	0.000570626
4804.39815	5.18510E+10	0.000571422
4802.46945	5.18562E+10	0.00057227
4800.54074	5.18614E+10	0.00057331
4798.61204	5.18666E+10	0.000574429
4796.68334	5.18717E+10	0.000575398
4794.75464	5.18768E+10	0.000576116
4792.82593	5.18818E+10	0.000576669
4790.89723	5.18868E+10	0.000577354
4788.96853	5.18917E+10	0.000578368
4787.03983	5.18967E+10	0.000579527
4785.11112	5.19015E+10	0.000580573
4783.18242	5.19064E+10	0.000581551
4781.25372	5.19112E+10	0.000582627
4779.32502	5.19159E+10	0.000583705
4777.39631	5.19206E+10	0.000584645
4775.46761	5.19253E+10	0.000585645
4773.53891	5.19299E+10	0.000586991
4771.6102	5.19345E+10	0.000588515
4769.6815	5.19391E+10	0.000589873
4767.7528	5.19436E+10	0.000591185
4765.8241	5.19481E+10	0.000592652
4763.89539	5.19525E+10	0.000594168
4761.96669	5.19569E+10	0.00059572
4760.03799	5.19612E+10	0.000597445
4758.10929	5.19655E+10	0.000599263
4756.18058	5.19698E+10	0.000600955
4754.25188	5.19740E+10	0.00060246
4752.32318	5.19782E+10	0.000603912
4750.39448	5.19823E+10	0.000605427
4748.46577	5.19864E+10	0.000606873
4746.53707	5.19905E+10	0.000608109
4744.60837	5.19945E+10	0.000609295
4742.67967	5.19985E+10	0.000610545
4740.75096	5.20024E+10	0.000611707
4738.82226	5.20063E+10	0.000612784
4736.89356	5.20101E+10	0.000614001
4734.96486	5.20140E+10	0.000615376
4733.03615	5.20177E+10	0.000616645
4731.10745	5.20214E+10	0.000617661
4729.17875	5.20251E+10	0.000618628
4727.25005	5.20288E+10	0.000619652
4725.32134	5.20324E+10	0.000620617
4723.39264	5.20359E+10	0.000621547
4721.46394	5.20395E+10	0.000622583
4719.53523	5.20429E+10	0.000623802
4717.60653	5.20464E+10	0.000624999
4715.67783	5.20498E+10	0.000625972
4713.74913	5.20531E+10	0.000626928
4711.82042	5.20564E+10	0.000627929
4709.89172	5.20597E+10	0.00062872
4707.96302	5.20629E+10	0.000629345
4706.03432	5.20661E+10	0.000630121
4704.10561	5.20692E+10	0.000631065
4702.17691	5.20723E+10	0.00063192
4700.24821	5.20754E+10	0.000632558
4698.31951	5.20784E+10	0.000633204
4696.3908	5.20814E+10	0.000634278
4694.4621	5.20843E+10	0.000635773
4692.5334	5.20872E+10	0.000637303
4690.6047	5.20900E+10	0.000638635
4688.67599	5.20928E+10	0.000639787
4686.74729	5.20956E+10	0.000640939
4684.81859	5.20983E+10	0.000642168
4682.88989	5.21010E+10	0.000643344
4680.96118	5.21036E+10	0.000644347
4679.03248	5.21062E+10	0.000645261
4677.10378	5.21087E+10	0.000646207
4675.17508	5.21112E+10	0.00064714
4673.24637	5.21137E+10	0.000648049
4671.31767	5.21161E+10	0.000649053
4669.38897	5.21185E+10	0.000650217
4667.46027	5.21208E+10	0.000651507
4665.53156	5.21231E+10	0.000652795
4663.60286	5.21254E+10	0.000653892
4661.67416	5.21276E+10	0.000654732
4659.74545	5.21297E+10	0.00065552
4657.81675	5.21318E+10	0.000656568
4655.88805	5.21339E+10	0.000657853
4653.95935	5.21359E+10	0.000659016
4652.03064	5.21379E+10	0.000659957
4650.10194	5.21399E+10	0.000660917
4648.17324	5.21418E+10	0.000661957
4646.24454	5.21436E+10	0.000662877
4644.31583	5.21454E+10	0.000663731
4642.38713	5.21472E+10	0.000664744
4640.45843	5.21489E+10	0.00066571
4638.52973	5.21506E+10	0.00066639
4636.60102	5.21523E+10	0.00066711
4634.67232	5.21539E+10	0.000668168
4632.74362	5.21554E+10	0.000669276
4630.81492	5.21569E+10	0.000670175
4628.88621	5.21584E+10	0.000671099
4626.95751	5.21598E+10	0.000672177
4625.02881	5.21612E+10	0.000673174
4623.10011	5.21625E+10	0.000674
4621.1714	5.21638E+10	0.0006748
4619.2427	5.21651E+10	0.00067562
4617.314	5.21663E+10	0.00067643
4615.3853	5.21674E+10	0.000677248
4613.45659	5.21685E+10	0.000678043
4611.52789	5.21696E+10	0.000678821
4609.59919	5.21706E+10	0.000679614
4607.67048	5.21716E+10	0.000680433
4605.74178	5.21725E+10	0.000681425
4603.81308	5.21734E+10	0.00068266
4601.88438	5.21743E+10	0.000683883
4599.95567	5.21751E+10	0.00068484
4598.02697	5.21759E+10	0.00068573
4596.09827	5.21766E+10	0.000686871
4594.16957	5.21772E+10	0.000688139
4592.24086	5.21779E+10	0.000689206
4590.31216	5.21785E+10	0.000690004
4588.38346	5.21790E+10	0.000690712
4586.45476	5.21795E+10	0.00069151
4584.52605	5.21799E+10	0.000692532
4582.59735	5.21803E+10	0.000693735
4580.66865	5.21807E+10	0.000694905
4578.73995	5.21810E+10	0.000695998
4576.81124	5.21813E+10	0.000696985
4574.88254	5.21815E+10	0.000697924
4572.95384	5.21817E+10	0.000698941
4571.02514	5.21818E+10	0.000699909
4569.09643	5.21819E+10	0.000700761
4567.16773	5.21820E+10	0.000701726
4565.23903	5.21820E+10	0.000703028
4563.31033	5.21819E+10	0.000704502
4561.38162	5.21818E+10	0.000705895
4559.45292	5.21817E+10	0.000707256
4557.52422	5.21815E+10	0.000708579
4555.59551	5.21813E+10	0.000709737
4553.66681	5.21810E+10	0.000710784
4551.73811	5.21807E+10	0.0007119
4549.80941	5.21804E+10	0.000713077
4547.8807	5.21800E+10	0.000714304
4545.952	5.21795E+10	0.000715739
4544.0233	5.21790E+10	0.000717246
4542.0946	5.21785E+10	0.000718462
4540.16589	5.21779E+10	0.000719341
4538.23719	5.21773E+10	0.000720277
4536.30849	5.21766E+10	0.00072157
4534.37979	5.21759E+10	0.000723024
4532.45108	5.21751E+10	0.000724305
4530.52238	5.21743E+10	0.000725342
4528.59368	5.21734E+10	0.000726376
4526.66498	5.21725E+10	0.00072765
4524.73627	5.21716E+10	0.000729064
4522.80757	5.21706E+10	0.000730378
4520.87887	5.21696E+10	0.0007316
4518.95017	5.21685E+10	0.000732835
4517.02146	5.21673E+10	0.000734055
4515.09276	5.21662E+10	0.000735267
4513.16406	5.21649E+10	0.000736564
4511.23536	5.21637E+10	0.000737957
4509.30665	5.21624E+10	0.000739267
4507.37795	5.21610E+10	0.000740483
4505.44925	5.21596E+10	0.000741739
4503.52055	5.21581E+10	0.000742891
4501.59184	5.21566E+10	0.000743928
4499.66314	5.21551E+10	0.000745063
4497.73444	5.21535E+10	0.000746407
4495.80573	5.21519E+10	0.000747907
4493.87703	5.21502E+10	0.000749296
4491.94833	5.21485E+10	0.000750419
4490.01963	5.21467E+10	0.00075152
4488.09092	5.21449E+10	0.000752832
4486.16222	5.21430E+10	0.000754293
4484.23352	5.21411E+10	0.000755688
4482.30482	5.21391E+10	0.000756829
4480.37611	5.21371E+10	0.000757877
4478.44741	5.21350E+10	0.000759144
4476.51871	5.21329E+10	0.000760563
4474.59001	5.21308E+10	0.000761944
4472.6613	5.21286E+10	0.000763354
4470.7326	5.21264E+10	0.000764886
4468.8039	5.21241E+10	0.000766438
4466.8752	5.21217E+10	0.000767883
4464.94649	5.21194E+10	0.000769132
4463.01779	5.21169E+10	0.00077028
4461.08909	5.21145E+10	0.000771552
4459.16039	5.21119E+10	0.000772925
4457.23168	5.21094E+10	0.000774247
4455.30298	5.21068E+10	0.000775381
4453.37428	5.21041E+10	0.000776495
4451.44558	5.21014E+10	0.000777917
4449.51687	5.20986E+10	0.000779437
4447.58817	5.20958E+10	0.000780724
4445.65947	5.20930E+10	0.000781921
4443.73076	5.20901E+10	0.000783276
4441.80206	5.20871E+10	0.000784793
4439.87336	5.20842E+10	0.000786344
4437.94466	5.20811E+10	0.000787862
4436.01595	5.20780E+10	0.000789376
4434.08725	5.20749E+10	0.000790806
4432.15855	5.20717E+10	0.000792009
4430.22985	5.20685E+10	0.000793074
4428.30114	5.20652E+10	0.00079424
4426.37244	5.20619E+10	0.00079565
4424.44374	5.20585E+10	0.000797118
4422.51504	5.20551E+10	0.000798431
4420.58633	5.20517E+10	0.000799739
4418.65763	5.20482E+10	0.000801183
4416.72893	5.20446E+10	0.000802718
4414.80023	5.20410E+10	0.000804295
4412.87152	5.20373E+10	0.000805828
4410.94282	5.20336E+10	0.000807203
4409.01412	5.20299E+10	0.000808515
4407.08542	5.20261E+10	0.000809951
4405.15671	5.20223E+10	0.000811463
4403.22801	5.20184E+10	0.00081298
4401.29931	5.20144E+10	0.000814441
4399.37061	5.20104E+10	0.000815726
4397.4419	5.20064E+10	0.000816914
4395.5132	5.20023E+10	0.000818237
4393.5845	5.19982E+10	0.000819834
4391.65579	5.19940E+10	0.000821544
4389.72709	5.19898E+10	0.000823014
4387.79839	5.19855E+10	0.00082423
4385.86969	5.19812E+10	0.000825453
4383.94098	5.19768E+10	0.000826707
4382.01228	5.19724E+10	0.000827938
4380.08358	5.19680E+10	0.000829366
4378.15488	5.19634E+10	0.000831088
4376.22617	5.19589E+10	0.000832725
4374.29747	5.19543E+10	0.000834171
4372.36877	5.19496E+10	0.00083569
4370.44007	5.19449E+10	0.000837214
4368.51136	5.19402E+10	0.000838629
4366.58266	5.19354E+10	0.000840069
4364.65396	5.19305E+10	0.000841657
4362.72526	5.19256E+10	0.00084337
4360.79655	5.19207E+10	0.000845037
4358.86785	5.19157E+10	0.000846529
4356.93915	5.19106E+10	0.000847828
4355.01045	5.19056E+10	0.000849078
4353.08174	5.19004E+10	0.00085049
4351.15304	5.18952E+10	0.000852042
4349.22434	5.18900E+10	0.000853556
4347.29564	5.18847E+10	0.00085493
4345.36693	5.18794E+10	0.000856267
4343.43823	5.18740E+10	0.000857797
4341.50953	5.18686E+10	0.0008595
4339.58082	5.18631E+10	0.000861137
4337.65212	5.18576E+10	0.000862674
4335.72342	5.18520E+10	0.000864238
4333.79472	5.18464E+10	0.000865879
4331.86601	5.18407E+10	0.000867503
4329.93731	5.18350E+10	0.00086899
4328.00861	5.18292E+10	0.00087038
4326.07991	5.18234E+10	0.000871845
4324.1512	5.18175E+10	0.000873401
4322.2225	5.18116E+10	0.000874967
4320.2938	5.18056E+10	0.000876641
4318.3651	5.17996E+10	0.000878365
4316.43639	5.17936E+10	0.000879961
4314.50769	5.17874E+10	0.000881533
4312.57899	5.17813E+10	0.000883203
4310.65029	5.17751E+10	0.000884886
4308.72158	5.17688E+10	0.000886419
4306.79288	5.17625E+10	0.000887739
4304.86418	5.17562E+10	0.000889055
4302.93548	5.17498E+10	0.000890652
4301.00677	5.17433E+10	0.00089244
4299.07807	5.17368E+10	0.000894112
4297.14937	5.17302E+10	0.000895632
4295.22067	5.17236E+10	0.000897198
4293.29196	5.17170E+10	0.000898875
4291.36326	5.17103E+10	0.000900466
4289.43456	5.17035E+10	0.00090198
4287.50586	5.16967E+10	0.000903603
4285.57715	5.16899E+10	0.000905225
4283.64845	5.16830E+10	0.000906735
4281.71975	5.16761E+10	0.000908341
4279.79104	5.16691E+10	0.000910172
4277.86234	5.16620E+10	0.000911921
4275.93364	5.16549E+10	0.000913509
4274.00494	5.16478E+10	0.000915112
4272.07623	5.16406E+10	0.000916565
4270.14753	5.16334E+10	0.00091789
4268.21883	5.16261E+10	0.000919424
4266.29013	5.16187E+10	0.000921295
4264.36142	5.16113E+10	0.000923263
4262.43272	5.16039E+10	0.000924971
4260.50402	5.15964E+10	0.000926365
4258.57532	5.15889E+10	0.000927736
4256.64661	5.15813E+10	0.000929306
4254.71791	5.15736E+10	0.000931025
4252.78921	5.15660E+10	0.000932723
4250.86051	5.15582E+10	0.000934419
4248.9318	5.15504E+10	0.000936382
4247.0031	5.15426E+10	0.000938472
4245.0744	5.15347E+10	0.000940332
4243.1457	5.15268E+10	0.000942008
4241.21699	5.15188E+10	0.000943598
4239.28829	5.15108E+10	0.000945227
4237.35959	5.15027E+10	0.000947042
4235.43089	5.14945E+10	0.000948851
4233.50218	5.14864E+10	0.000950427
4231.57348	5.14781E+10	0.000952003
4229.64478	5.14698E+10	0.000953751
4227.71607	5.14615E+10	0.000955464
4225.78737	5.14531E+10	0.000957167
4223.85867	5.14447E+10	0.000958968
4221.92997	5.14362E+10	0.000960684
4220.00126	5.14277E+10	0.000962179
4218.07256	5.14191E+10	0.0009637
4216.14386	5.14105E+10	0.000965399
4214.21516	5.14018E+10	0.00096717
4212.28645	5.13930E+10	0.000969077
4210.35775	5.13843E+10	0.00097101
4208.42905	5.13754E+10	0.000972678
4206.50035	5.13665E+10	0.00097406
4204.57164	5.13576E+10	0.000975509
4202.64294	5.13486E+10	0.000977307
4200.71424	5.13396E+10	0.000979352
4198.78554	5.13305E+10	0.000981414
4196.85683	5.13214E+10	0.000983316
4194.92813	5.13122E+10	0.000985057
4192.99943	5.13030E+10	0.000986684
4191.07073	5.12937E+10	0.000988285
4189.14202	5.12843E+10	0.000989952
4187.21332	5.12750E+10	0.000991728
4185.28462	5.12655E+10	0.00099359
4183.35592	5.12560E+10	0.000995391
4181.42721	5.12465E+10	0.000997296
4179.49851	5.12369E+10	0.000999279
4177.56981	5.12273E+10	0.001001006
4175.6411	5.12176E+10	0.001002635
4173.7124	5.12079E+10	0.001004434
4171.7837	5.11981E+10	0.001006368
4169.855	5.11882E+10	0.001008288
4167.92629	5.11783E+10	0.001010164
4165.99759	5.11684E+10	0.001012112
4164.06889	5.11584E+10	0.001014114
4162.14019	5.11484E+10	0.001015914
4160.21148	5.11383E+10	0.001017519
4158.28278	5.11282E+10	0.001019262
4156.35408	5.11180E+10	0.001021099
4154.42538	5.11077E+10	0.001022871
4152.49667	5.10974E+10	0.001024657
4150.56797	5.10871E+10	0.001026604
4148.63927	5.10767E+10	0.00102877
4146.71057	5.10663E+10	0.001030941
4144.78186	5.10558E+10	0.001032883
4142.85316	5.10452E+10	0.001034392
4140.92446	5.10346E+10	0.001035485
4138.99576	5.10240E+10	0.001036838
4137.06705	5.10133E+10	0.001038639
4135.13835	5.10025E+10	0.001040474
4133.20965	5.09917E+10	0.001042894
4131.28095	5.09809E+10	0.001045895
4129.35224	5.09700E+10	0.001048194
4127.42354	5.09590E+10	0.001049769
4125.49484	5.09480E+10	0.001051527
4123.56613	5.09370E+10	0.001053493
4121.63743	5.09259E+10	0.001055396
4119.70873	5.09147E+10	0.001057471
4117.78003	5.09035E+10	0.00105974
4115.85132	5.08923E+10	0.001061831
4113.92262	5.08810E+10	0.001063689
4111.99392	5.08696E+10	0.00106546
4110.06522	5.08582E+10	0.001066786
4108.13651	5.08468E+10	0.001066949
4106.20781	5.08353E+10	0.001067221
4104.27911	5.08237E+10	0.001069984
4102.35041	5.08121E+10	0.001074253
4100.4217	5.08004E+10	0.001077486
4098.493	5.07887E+10	0.001079579
4096.5643	5.07770E+10	0.0010814
4094.6356	5.07651E+10	0.00108325
4092.70689	5.07533E+10	0.001085046
4090.77819	5.07414E+10	0.001086163
4088.84949	5.07294E+10	0.001086848
4086.92079	5.07174E+10	0.001088735
4084.99208	5.07053E+10	0.001091872
4083.06338	5.06932E+10	0.001094068
4081.13468	5.06810E+10	0.00109487
4079.20598	5.06688E+10	0.001096507
4077.27727	5.06565E+10	0.001099541
4075.34857	5.06442E+10	0.001102205
4073.41987	5.06318E+10	0.001104427
4071.49117	5.06194E+10	0.001107097
4069.56246	5.06069E+10	0.00110973
4067.63376	5.05944E+10	0.001112026
4065.70506	5.05818E+10	0.001114101
4063.77635	5.05692E+10	0.001115565
4061.84765	5.05565E+10	0.001116384
4059.91895	5.05438E+10	0.001117873
4057.99025	5.05310E+10	0.001120861
4056.06154	5.05182E+10	0.001124059
4054.13284	5.05053E+10	0.001126409
4052.20414	5.04924E+10	0.001128257
4050.27544	5.04794E+10	0.001130176
4048.34673	5.04664E+10	0.001130789
4046.41803	5.04533E+10	0.001128832
4044.48933	5.04401E+10	0.001128609
