Wellenzahl	SKS (1050 °C)	Norm. ÜF = Referenz / Planck
6735.02944	3.42348E+10	0.000137626
6733.10074	3.42576E+10	0.000138161
6731.17204	3.42804E+10	0.000138688
6729.24333	3.43033E+10	0.000138736
6727.31463	3.43261E+10	0.000138586
6725.38593	3.43489E+10	0.000138785
6723.45722	3.43718E+10	0.000139203
6721.52852	3.43946E+10	0.000139432
6719.59982	3.44174E+10	0.000139404
6717.67112	3.44403E+10	0.000139262
6715.74241	3.44631E+10	0.000139191
6713.81371	3.44860E+10	0.000139333
6711.88501	3.45088E+10	0.000139673
6709.95631	3.45316E+10	0.000140049
6708.0276	3.45545E+10	0.000140372
6706.0989	3.45773E+10	0.000140679
6704.1702	3.46002E+10	0.000140863
6702.2415	3.46230E+10	0.00014071
6700.31279	3.46459E+10	0.000140423
6698.38409	3.46687E+10	0.000140471
6696.45539	3.46916E+10	0.000140904
6694.52669	3.47144E+10	0.000141442
6692.59798	3.47373E+10	0.000141888
6690.66928	3.47601E+10	0.000142163
6688.74058	3.47830E+10	0.000142337
6686.81188	3.48058E+10	0.000142501
6684.88317	3.48287E+10	0.000142651
6682.95447	3.48515E+10	0.000142836
6681.02577	3.48744E+10	0.000143124
6679.09707	3.48972E+10	0.000143318
6677.16836	3.49201E+10	0.000143148
6675.23966	3.49429E+10	0.000142907
6673.31096	3.49658E+10	0.000143067
6671.38225	3.49886E+10	0.00014349
6669.45355	3.50115E+10	0.000143848
6667.52485	3.50343E+10	0.000144069
6665.59615	3.50572E+10	0.000144238
6663.66744	3.50801E+10	0.000144544
6661.73874	3.51029E+10	0.00014496
6659.81004	3.51258E+10	0.000145257
6657.88134	3.51486E+10	0.000145343
6655.95263	3.51715E+10	0.000145291
6654.02393	3.51943E+10	0.000145274
6652.09523	3.52172E+10	0.000145331
6650.16653	3.52401E+10	0.000145399
6648.23782	3.52629E+10	0.00014553
6646.30912	3.52858E+10	0.000145748
6644.38042	3.53086E+10	0.000146042
6642.45172	3.53315E+10	0.000146331
6640.52301	3.53544E+10	0.000146478
6638.59431	3.53772E+10	0.000146595
6636.66561	3.54001E+10	0.000146812
6634.73691	3.54229E+10	0.000146959
6632.8082	3.54458E+10	0.000147033
6630.8795	3.54686E+10	0.000147321
6628.9508	3.54915E+10	0.000147807
6627.0221	3.55144E+10	0.000148241
6625.09339	3.55372E+10	0.000148576
6623.16469	3.55601E+10	0.000148831
6621.23599	3.55829E+10	0.000148996
6619.30728	3.56058E+10	0.000149185
6617.37858	3.56287E+10	0.000149483
6615.44988	3.56515E+10	0.000149757
6613.52118	3.56744E+10	0.00014989
6611.59247	3.56972E+10	0.000149997
6609.66377	3.57201E+10	0.000150158
6607.73507	3.57429E+10	0.000150301
6605.80637	3.57658E+10	0.000150427
6603.87766	3.57886E+10	0.000150514
6601.94896	3.58115E+10	0.000150485
6600.02026	3.58343E+10	0.000150442
6598.09156	3.58572E+10	0.000150581
6596.16285	3.58800E+10	0.00015089
6594.23415	3.59029E+10	0.000151156
6592.30545	3.59257E+10	0.000151381
6590.37675	3.59486E+10	0.000151709
6588.44804	3.59714E+10	0.000151956
6586.51934	3.59943E+10	0.00015198
6584.59064	3.60171E+10	0.000152033
6582.66194	3.60400E+10	0.000152263
6580.73323	3.60628E+10	0.000152567
6578.80453	3.60857E+10	0.000152836
6576.87583	3.61085E+10	0.000153084
6574.94713	3.61314E+10	0.00015335
6573.01842	3.61542E+10	0.000153478
6571.08972	3.61770E+10	0.000153432
6569.16102	3.61999E+10	0.000153449
6567.23232	3.62227E+10	0.000153573
6565.30361	3.62456E+10	0.000153757
6563.37491	3.62684E+10	0.000154058
6561.44621	3.62912E+10	0.000154301
6559.5175	3.63141E+10	0.000154378
6557.5888	3.63369E+10	0.000154611
6555.6601	3.63597E+10	0.000155083
6553.7314	3.63826E+10	0.000155446
6551.80269	3.64054E+10	0.00015562
6549.87399	3.64282E+10	0.000155815
6547.94529	3.64510E+10	0.000156025
6546.01659	3.64739E+10	0.000156129
6544.08788	3.64967E+10	0.000156313
6542.15918	3.65195E+10	0.000156802
6540.23048	3.65423E+10	0.000157365
6538.30178	3.65651E+10	0.000157549
6536.37307	3.65880E+10	0.000157288
6534.44437	3.66108E+10	0.000157109
6532.51567	3.66336E+10	0.000157372
6530.58697	3.66564E+10	0.000157768
6528.65826	3.66792E+10	0.000158005
6526.72956	3.67020E+10	0.000158133
6524.80086	3.67248E+10	0.000158309
6522.87216	3.67476E+10	0.000158685
6520.94345	3.67704E+10	0.000159173
6519.01475	3.67932E+10	0.000159521
6517.08605	3.68160E+10	0.000159612
6515.15735	3.68388E+10	0.000159454
6513.22864	3.68616E+10	0.000159323
6511.29994	3.68844E+10	0.000159577
6509.37124	3.69072E+10	0.000160059
6507.44253	3.69300E+10	0.000160376
6505.51383	3.69528E+10	0.000160403
6503.58513	3.69756E+10	0.000160317
6501.65643	3.69984E+10	0.000160327
6499.72772	3.70212E+10	0.0001604
6497.79902	3.70439E+10	0.000160598
6495.87032	3.70667E+10	0.000161018
6493.94162	3.70895E+10	0.000161437
6492.01291	3.71123E+10	0.000161704
6490.08421	3.71350E+10	0.000161827
6488.15551	3.71578E+10	0.000161942
6486.22681	3.71806E+10	0.000162221
6484.2981	3.72033E+10	0.000162506
6482.3694	3.72261E+10	0.0001627
6480.4407	3.72489E+10	0.00016295
6478.512	3.72716E+10	0.000163205
6476.58329	3.72944E+10	0.000163432
6474.65459	3.73171E+10	0.000163677
6472.72589	3.73399E+10	0.000163766
6470.79719	3.73626E+10	0.000163747
6468.86848	3.73854E+10	0.000163968
6466.93978	3.74081E+10	0.0001644
6465.01108	3.74308E+10	0.000164727
6463.08238	3.74536E+10	0.000164831
6461.15367	3.74763E+10	0.000164821
6459.22497	3.74990E+10	0.000164937
6457.29627	3.75218E+10	0.000165309
6455.36756	3.75445E+10	0.000165748
6453.43886	3.75672E+10	0.000166019
6451.51016	3.75899E+10	0.000166148
6449.58146	3.76127E+10	0.000166256
6447.65275	3.76354E+10	0.000166446
6445.72405	3.76581E+10	0.000166789
6443.79535	3.76808E+10	0.0001672
6441.86665	3.77035E+10	0.000167562
6439.93794	3.77262E+10	0.000167826
6438.00924	3.77489E+10	0.000167965
6436.08054	3.77716E+10	0.000168053
6434.15184	3.77943E+10	0.000168182
6432.22313	3.78170E+10	0.000168425
6430.29443	3.78397E+10	0.000168819
6428.36573	3.78623E+10	0.000169195
6426.43703	3.78850E+10	0.000169364
6424.50832	3.79077E+10	0.000169403
6422.57962	3.79304E+10	0.000169361
6420.65092	3.79530E+10	0.000169266
6418.72222	3.79757E+10	0.000169361
6416.79351	3.79984E+10	0.000169734
6414.86481	3.80210E+10	0.000170164
6412.93611	3.80437E+10	0.000170491
6411.00741	3.80663E+10	0.000170723
6409.0787	3.80890E+10	0.000170845
6407.15	3.81116E+10	0.00017089
6405.2213	3.81343E+10	0.000171
6403.2926	3.81569E+10	0.000171222
6401.36389	3.81795E+10	0.000171603
6399.43519	3.82022E+10	0.000172088
6397.50649	3.82248E+10	0.00017235
6395.57778	3.82474E+10	0.000172278
6393.64908	3.82700E+10	0.000172187
6391.72038	3.82926E+10	0.000172314
6389.79168	3.83152E+10	0.000172539
6387.86297	3.83379E+10	0.000172801
6385.93427	3.83605E+10	0.000173182
6384.00557	3.83831E+10	0.000173624
6382.07687	3.84056E+10	0.00017401
6380.14816	3.84282E+10	0.000174248
6378.21946	3.84508E+10	0.000174397
6376.29076	3.84734E+10	0.000174597
6374.36206	3.84960E+10	0.000174832
6372.43335	3.85186E+10	0.000175051
6370.50465	3.85411E+10	0.000175198
6368.57595	3.85637E+10	0.000175311
6366.64725	3.85862E+10	0.000175594
6364.71854	3.86088E+10	0.000176043
6362.78984	3.86314E+10	0.000176354
6360.86114	3.86539E+10	0.000176444
6358.93244	3.86764E+10	0.000176684
6357.00373	3.86990E+10	0.00017717
6355.07503	3.87215E+10	0.00017745
6353.14633	3.87440E+10	0.000177479
6351.21763	3.87666E+10	0.000177649
6349.28892	3.87891E+10	0.000177897
6347.36022	3.88116E+10	0.000178013
6345.43152	3.88341E+10	0.000178124
6343.50281	3.88566E+10	0.000178397
6341.57411	3.88791E+10	0.000178909
6339.64541	3.89016E+10	0.000179525
6337.71671	3.89241E+10	0.000179921
6335.788	3.89466E+10	0.00017995
6333.8593	3.89691E+10	0.000179789
6331.9306	3.89916E+10	0.000179769
6330.0019	3.90140E+10	0.000180036
6328.07319	3.90365E+10	0.000180382
6326.14449	3.90590E+10	0.000180564
6324.21579	3.90814E+10	0.000180675
6322.28709	3.91039E+10	0.000180843
6320.35838	3.91263E+10	0.000180976
6318.42968	3.91488E+10	0.000181144
6316.50098	3.91712E+10	0.000181474
6314.57228	3.91936E+10	0.000181799
6312.64357	3.92161E+10	0.000181944
6310.71487	3.92385E+10	0.000182051
6308.78617	3.92609E+10	0.000182283
6306.85747	3.92833E+10	0.000182636
6304.92876	3.93057E+10	0.000183095
6303.00006	3.93281E+10	0.000183481
6301.07136	3.93505E+10	0.000183655
6299.14266	3.93729E+10	0.000183921
6297.21395	3.93953E+10	0.000184419
6295.28525	3.94176E+10	0.000184818
6293.35655	3.94400E+10	0.00018495
6291.42784	3.94624E+10	0.000184956
6289.49914	3.94847E+10	0.000185029
6287.57044	3.95071E+10	0.00018522
6285.64174	3.95294E+10	0.000185367
6283.71303	3.95518E+10	0.00018547
6281.78433	3.95741E+10	0.000185772
6279.85563	3.95965E+10	0.000186303
6277.92693	3.96188E+10	0.000186803
6275.99822	3.96411E+10	0.00018699
6274.06952	3.96634E+10	0.000186967
6272.14082	3.96857E+10	0.000187158
6270.21212	3.97080E+10	0.000187596
6268.28341	3.97303E+10	0.000188007
6266.35471	3.97526E+10	0.000188308
6264.42601	3.97749E+10	0.000188485
6262.49731	3.97972E+10	0.000188552
6260.5686	3.98194E+10	0.000188635
6258.6399	3.98417E+10	0.000188808
6256.7112	3.98640E+10	0.000189057
6254.7825	3.98862E+10	0.000189393
6252.85379	3.99085E+10	0.00018981
6250.92509	3.99307E+10	0.000190229
6248.99639	3.99529E+10	0.000190476
6247.06769	3.99752E+10	0.000190425
6245.13898	3.99974E+10	0.000190383
6243.21028	4.00196E+10	0.000190723
6241.28158	4.00418E+10	0.000191327
6239.35287	4.00640E+10	0.000191868
6237.42417	4.00862E+10	0.00019219
6235.49547	4.01084E+10	0.000192434
6233.56677	4.01306E+10	0.000192728
6231.63806	4.01527E+10	0.000192868
6229.70936	4.01749E+10	0.000192769
6227.78066	4.01971E+10	0.000192782
6225.85196	4.02192E+10	0.000193076
6223.92325	4.02414E+10	0.000193454
6221.99455	4.02635E+10	0.000193834
6220.06585	4.02856E+10	0.000194169
6218.13715	4.03077E+10	0.000194405
6216.20844	4.03299E+10	0.000194667
6214.27974	4.03520E+10	0.000195052
6212.35104	4.03741E+10	0.000195469
6210.42234	4.03962E+10	0.000195706
6208.49363	4.04183E+10	0.000195818
6206.56493	4.04403E+10	0.000196086
6204.63623	4.04624E+10	0.000196431
6202.70753	4.04845E+10	0.000196649
6200.77882	4.05065E+10	0.000196833
6198.85012	4.05286E+10	0.000197041
6196.92142	4.05506E+10	0.000197148
6194.99272	4.05727E+10	0.000197244
6193.06401	4.05947E+10	0.000197644
6191.13531	4.06167E+10	0.000198255
6189.20661	4.06388E+10	0.000198583
6187.27791	4.06608E+10	0.000198545
6185.3492	4.06828E+10	0.000198467
6183.4205	4.07048E+10	0.000198535
6181.4918	4.07267E+10	0.000198737
6179.56309	4.07487E+10	0.000198988
6177.63439	4.07707E+10	0.000199238
6175.70569	4.07926E+10	0.000199534
6173.77699	4.08146E+10	0.00019994
6171.84828	4.08365E+10	0.000200454
6169.91958	4.08585E+10	0.000200854
6167.99088	4.08804E+10	0.000200977
6166.06218	4.09023E+10	0.000201118
6164.13347	4.09242E+10	0.00020151
6162.20477	4.09462E+10	0.000201921
6160.27607	4.09680E+10	0.00020222
6158.34737	4.09899E+10	0.000202495
6156.41866	4.10118E+10	0.000202764
6154.48996	4.10337E+10	0.000203021
6152.56126	4.10556E+10	0.000203215
6150.63256	4.10774E+10	0.000203354
6148.70385	4.10993E+10	0.000203572
6146.77515	4.11211E+10	0.000203903
6144.84645	4.11429E+10	0.000204245
6142.91775	4.11648E+10	0.000204489
6140.98904	4.11866E+10	0.000204714
6139.06034	4.12084E+10	0.000205109
6137.13164	4.12302E+10	0.000205723
6135.20294	4.12520E+10	0.000206348
6133.27423	4.12737E+10	0.00020668
6131.34553	4.12955E+10	0.00020684
6129.41683	4.13173E+10	0.000207137
6127.48812	4.13390E+10	0.00020741
6125.55942	4.13608E+10	0.000207413
6123.63072	4.13825E+10	0.000207314
6121.70202	4.14042E+10	0.000207476
6119.77331	4.14260E+10	0.000207973
6117.84461	4.14477E+10	0.000208467
6115.91591	4.14694E+10	0.000208669
6113.98721	4.14911E+10	0.000208667
6112.0585	4.15127E+10	0.000208781
6110.1298	4.15344E+10	0.00020913
6108.2011	4.15561E+10	0.000209492
6106.2724	4.15777E+10	0.000209739
6104.34369	4.15994E+10	0.000209891
6102.41499	4.16210E+10	0.000210072
6100.48629	4.16426E+10	0.000210507
6098.55759	4.16643E+10	0.000211022
6096.62888	4.16859E+10	0.000211334
6094.70018	4.17075E+10	0.000211623
6092.77148	4.17290E+10	0.000211986
6090.84278	4.17506E+10	0.000212249
6088.91407	4.17722E+10	0.00021252
6086.98537	4.17938E+10	0.000212879
6085.05667	4.18153E+10	0.00021311
6083.12797	4.18369E+10	0.000213269
6081.19926	4.18584E+10	0.000213513
6079.27056	4.18799E+10	0.000213706
6077.34186	4.19014E+10	0.000213895
6075.41315	4.19229E+10	0.000214323
6073.48445	4.19444E+10	0.000214832
6071.55575	4.19659E+10	0.000215076
6069.62705	4.19874E+10	0.000215156
6067.69834	4.20088E+10	0.000215398
6065.76964	4.20303E+10	0.000215925
6063.84094	4.20517E+10	0.000216577
6061.91224	4.20732E+10	0.000216982
6059.98353	4.20946E+10	0.000216964
6058.05483	4.21160E+10	0.000216828
6056.12613	4.21374E+10	0.000216941
6054.19743	4.21588E+10	0.000217327
6052.26872	4.21802E+10	0.000217846
6050.34002	4.22015E+10	0.000218367
6048.41132	4.22229E+10	0.00021872
6046.48262	4.22442E+10	0.000218922
6044.55391	4.22656E+10	0.000219197
6042.62521	4.22869E+10	0.00021961
6040.69651	4.23082E+10	0.000219982
6038.76781	4.23295E+10	0.000220216
6036.8391	4.23508E+10	0.000220415
6034.9104	4.23721E+10	0.000220694
6032.9817	4.23934E+10	0.000221077
6031.053	4.24147E+10	0.000221431
6029.12429	4.24359E+10	0.000221631
6027.19559	4.24572E+10	0.00022176
6025.26689	4.24784E+10	0.000221945
6023.33819	4.24996E+10	0.000222254
6021.40948	4.25208E+10	0.000222654
6019.48078	4.25420E+10	0.000223021
6017.55208	4.25632E+10	0.000223263
6015.62337	4.25844E+10	0.000223417
6013.69467	4.26056E+10	0.000223663
6011.76597	4.26267E+10	0.000224094
6009.83727	4.26479E+10	0.000224584
6007.90856	4.26690E+10	0.000225016
6005.97986	4.26901E+10	0.000225297
6004.05116	4.27112E+10	0.000225392
6002.12246	4.27323E+10	0.000225512
6000.19375	4.27534E+10	0.000225887
5998.26505	4.27745E+10	0.000226342
5996.33635	4.27956E+10	0.000226618
5994.40765	4.28166E+10	0.000226955
5992.47894	4.28377E+10	0.000227441
5990.55024	4.28587E+10	0.00022774
5988.62154	4.28797E+10	0.000227917
5986.69284	4.29007E+10	0.00022817
5984.76413	4.29217E+10	0.000228513
5982.83543	4.29427E+10	0.000228992
5980.90673	4.29637E+10	0.000229398
5978.97803	4.29846E+10	0.000229546
5977.04932	4.30056E+10	0.000229673
5975.12062	4.30265E+10	0.000229991
5973.19192	4.30475E+10	0.000230396
5971.26322	4.30684E+10	0.000230709
5969.33451	4.30893E+10	0.000230919
5967.40581	4.31102E+10	0.000231153
5965.47711	4.31310E+10	0.000231548
5963.5484	4.31519E+10	0.000232052
5961.6197	4.31728E+10	0.000232418
5959.691	4.31936E+10	0.000232595
5957.7623	4.32144E+10	0.000232854
5955.83359	4.32352E+10	0.000233302
5953.90489	4.32560E+10	0.000233726
5951.97619	4.32768E+10	0.000234023
5950.04749	4.32976E+10	0.000234223
5948.11878	4.33184E+10	0.000234369
5946.19008	4.33391E+10	0.000234585
5944.26138	4.33599E+10	0.000234932
5942.33268	4.33806E+10	0.000235354
5940.40397	4.34013E+10	0.000235767
5938.47527	4.34220E+10	0.000236094
5936.54657	4.34427E+10	0.000236408
5934.61787	4.34634E+10	0.000236861
5932.68916	4.34841E+10	0.000237409
5930.76046	4.35047E+10	0.000237821
5928.83176	4.35253E+10	0.000237959
5926.90306	4.35460E+10	0.000237977
5924.97435	4.35666E+10	0.00023822
5923.04565	4.35872E+10	0.000238771
5921.11695	4.36078E+10	0.000239392
5919.18825	4.36283E+10	0.000239864
5917.25954	4.36489E+10	0.000240118
5915.33084	4.36694E+10	0.000240309
5913.40214	4.36900E+10	0.000240619
5911.47343	4.37105E+10	0.000241026
5909.54473	4.37310E+10	0.000241492
5907.61603	4.37515E+10	0.000241974
5905.68733	4.37720E+10	0.000242329
5903.75862	4.37925E+10	0.000242531
5901.82992	4.38129E+10	0.000242698
5899.90122	4.38333E+10	0.000242868
5897.97252	4.38538E+10	0.000243113
5896.04381	4.38742E+10	0.000243549
5894.11511	4.38946E+10	0.000244032
5892.18641	4.39150E+10	0.000244397
5890.25771	4.39353E+10	0.000244696
5888.329	4.39557E+10	0.000244953
5886.4003	4.39760E+10	0.000245144
5884.4716	4.39964E+10	0.000245405
5882.5429	4.40167E+10	0.000245834
5880.61419	4.40370E+10	0.000246189
5878.68549	4.40573E+10	0.000246412
5876.75679	4.40776E+10	0.000246725
5874.82809	4.40978E+10	0.000247081
5872.89938	4.41181E+10	0.00024744
5870.97068	4.41383E+10	0.000247856
5869.04198	4.41585E+10	0.000248269
5867.11328	4.41787E+10	0.000248658
5865.18457	4.41989E+10	0.000249012
5863.25587	4.42191E+10	0.000249405
5861.32717	4.42392E+10	0.000249865
5859.39846	4.42594E+10	0.000250251
5857.46976	4.42795E+10	0.000250587
5855.54106	4.42996E+10	0.000251011
5853.61236	4.43197E+10	0.000251398
5851.68365	4.43398E+10	0.000251596
5849.75495	4.43599E+10	0.000251772
5847.82625	4.43800E+10	0.000252074
5845.89755	4.44000E+10	0.00025244
5843.96884	4.44200E+10	0.000252778
5842.04014	4.44400E+10	0.000253139
5840.11144	4.44600E+10	0.000253645
5838.18274	4.44800E+10	0.000254176
5836.25403	4.45000E+10	0.000254543
5834.32533	4.45200E+10	0.000254746
5832.39663	4.45399E+10	0.000254938
5830.46793	4.45598E+10	0.00025532
5828.53922	4.45797E+10	0.000255871
5826.61052	4.45996E+10	0.000256417
5824.68182	4.46195E+10	0.000256858
5822.75312	4.46394E+10	0.000257105
5820.82441	4.46592E+10	0.00025721
5818.89571	4.46790E+10	0.000257449
5816.96701	4.46989E+10	0.000257839
5815.03831	4.47187E+10	0.000258189
5813.1096	4.47385E+10	0.000258496
5811.1809	4.47582E+10	0.000258768
5809.2522	4.47780E+10	0.000259045
5807.3235	4.47977E+10	0.000259411
5805.39479	4.48174E+10	0.000259795
5803.46609	4.48372E+10	0.000260151
5801.53739	4.48568E+10	0.000260511
5799.60868	4.48765E+10	0.000260876
5797.67998	4.48962E+10	0.000261284
5795.75128	4.49158E+10	0.000261803
5793.82258	4.49355E+10	0.000262352
5791.89387	4.49551E+10	0.000262739
5789.96517	4.49747E+10	0.000263026
5788.03647	4.49943E+10	0.000263368
5786.10777	4.50138E+10	0.000263704
5784.17906	4.50334E+10	0.000264027
5782.25036	4.50529E+10	0.000264421
5780.32166	4.50724E+10	0.000264793
5778.39296	4.50919E+10	0.000265003
5776.46425	4.51114E+10	0.00026524
5774.53555	4.51309E+10	0.000265812
5772.60685	4.51503E+10	0.000266485
5770.67815	4.51698E+10	0.000266877
5768.74944	4.51892E+10	0.000267136
5766.82074	4.52086E+10	0.00026738
5764.89204	4.52280E+10	0.000267533
5762.96334	4.52473E+10	0.000267803
5761.03463	4.52667E+10	0.000268314
5759.10593	4.52860E+10	0.000268804
5757.17723	4.53053E+10	0.000269178
5755.24853	4.53246E+10	0.000269633
5753.31982	4.53439E+10	0.000270171
5751.39112	4.53632E+10	0.000270655
5749.46242	4.53824E+10	0.000271016
5747.53371	4.54017E+10	0.000271242
5745.60501	4.54209E+10	0.000271432
5743.67631	4.54401E+10	0.000271737
5741.74761	4.54593E+10	0.000272265
5739.8189	4.54784E+10	0.000272891
5737.8902	4.54976E+10	0.000273392
5735.9615	4.55167E+10	0.000273801
5734.0328	4.55358E+10	0.000274262
5732.10409	4.55549E+10	0.0002748
5730.17539	4.55740E+10	0.000275172
5728.24669	4.55931E+10	0.000275227
5726.31799	4.56121E+10	0.000275307
5724.38928	4.56311E+10	0.000275648
5722.46058	4.56501E+10	0.00027606
5720.53188	4.56691E+10	0.000276431
5718.60318	4.56881E+10	0.000276822
5716.67447	4.57071E+10	0.000277219
5714.74577	4.57260E+10	0.00027758
5712.81707	4.57449E+10	0.000277999
5710.88837	4.57638E+10	0.000278589
5708.95966	4.57827E+10	0.000279239
5707.03096	4.58016E+10	0.000279642
5705.10226	4.58204E+10	0.000279878
5703.17356	4.58393E+10	0.000280293
5701.24485	4.58581E+10	0.000280732
5699.31615	4.58769E+10	0.000280984
5697.38745	4.58956E+10	0.000281282
5695.45874	4.59144E+10	0.000281748
5693.53004	4.59331E+10	0.000282204
5691.60134	4.59519E+10	0.000282515
5689.67264	4.59706E+10	0.000282811
5687.74393	4.59893E+10	0.000283269
5685.81523	4.60079E+10	0.000283726
5683.88653	4.60266E+10	0.000284049
5681.95783	4.60452E+10	0.000284425
5680.02912	4.60638E+10	0.000284836
5678.10042	4.60824E+10	0.000285198
5676.17172	4.61010E+10	0.000285613
5674.24302	4.61195E+10	0.000285988
5672.31431	4.61381E+10	0.000286273
5670.38561	4.61566E+10	0.000286689
5668.45691	4.61751E+10	0.000287303
5666.52821	4.61936E+10	0.000287863
5664.5995	4.62120E+10	0.000288166
5662.6708	4.62305E+10	0.000288383
5660.7421	4.62489E+10	0.000288823
5658.8134	4.62673E+10	0.00028949
5656.88469	4.62857E+10	0.000290139
5654.95599	4.63040E+10	0.000290599
5653.02729	4.63224E+10	0.000290928
5651.09859	4.63407E+10	0.00029134
5649.16988	4.63590E+10	0.000291804
5647.24118	4.63773E+10	0.000292093
5645.31248	4.63956E+10	0.000292353
5643.38378	4.64138E+10	0.000292807
5641.45507	4.64321E+10	0.000293255
5639.52637	4.64503E+10	0.000293514
5637.59767	4.64685E+10	0.000293796
5635.66896	4.64866E+10	0.000294236
5633.74026	4.65048E+10	0.000294692
5631.81156	4.65229E+10	0.000295138
5629.88286	4.65410E+10	0.000295618
5627.95415	4.65591E+10	0.00029606
5626.02545	4.65772E+10	0.000296451
5624.09675	4.65952E+10	0.000296849
5622.16805	4.66133E+10	0.000297232
5620.23934	4.66313E+10	0.000297699
5618.31064	4.66493E+10	0.000298283
5616.38194	4.66672E+10	0.000298683
5614.45324	4.66852E+10	0.000298939
5612.52453	4.67031E+10	0.000299418
5610.59583	4.67210E+10	0.000300072
5608.66713	4.67389E+10	0.000300618
5606.73843	4.67568E+10	0.00030089
5604.80972	4.67747E+10	0.000301012
5602.88102	4.67925E+10	0.000301336
5600.95232	4.68103E+10	0.000301922
5599.02362	4.68281E+10	0.000302519
5597.09491	4.68458E+10	0.00030302
5595.16621	4.68636E+10	0.00030353
5593.23751	4.68813E+10	0.000304114
5591.30881	4.68990E+10	0.000304606
5589.3801	4.69167E+10	0.000304865
5587.4514	4.69344E+10	0.000305014
5585.5227	4.69520E+10	0.000305271
5583.59399	4.69696E+10	0.000305731
5581.66529	4.69873E+10	0.000306186
5579.73659	4.70048E+10	0.000306568
5577.80789	4.70224E+10	0.000307016
5575.87918	4.70399E+10	0.000307455
5573.95048	4.70575E+10	0.000307879
5572.02178	4.70749E+10	0.000308354
5570.09308	4.70924E+10	0.000308773
5568.16437	4.71099E+10	0.000309038
5566.23567	4.71273E+10	0.000309394
5564.30697	4.71447E+10	0.000310081
5562.37827	4.71621E+10	0.000310798
5560.44956	4.71795E+10	0.000311263
5558.52086	4.71968E+10	0.000311376
5556.59216	4.72142E+10	0.000311073
5554.66346	4.72315E+10	0.000310719
5552.73475	4.72487E+10	0.000310892
5550.80605	4.72660E+10	0.000311552
5548.87735	4.72832E+10	0.000312248
5546.94865	4.73005E+10	0.00031303
5545.01994	4.73177E+10	0.000313939
5543.09124	4.73348E+10	0.000314753
5541.16254	4.73520E+10	0.000315185
5539.23384	4.73691E+10	0.000314732
5537.30513	4.73862E+10	0.00031391
5535.37643	4.74033E+10	0.00031421
5533.44773	4.74204E+10	0.000315727
5531.51902	4.74374E+10	0.000317174
5529.59032	4.74544E+10	0.000317921
5527.66162	4.74714E+10	0.000318318
5525.73292	4.74884E+10	0.000318321
5523.80421	4.75054E+10	0.000317463
5521.87551	4.75223E+10	0.000316863
5519.94681	4.75392E+10	0.000317448
5518.01811	4.75561E+10	0.000317974
5516.0894	4.75729E+10	0.000318608
5514.1607	4.75898E+10	0.000320357
5512.232	4.76066E+10	0.000321402
5510.3033	4.76234E+10	0.000319512
5508.37459	4.76402E+10	0.000316776
5506.44589	4.76569E+10	0.000317196
5504.51719	4.76736E+10	0.000320081
5502.58849	4.76903E+10	0.000322223
5500.65978	4.77070E+10	0.000322794
5498.73108	4.77237E+10	0.000322933
5496.80238	4.77403E+10	0.000321722
5494.87368	4.77569E+10	0.000316603
5492.94497	4.77735E+10	0.000311773
5491.01627	4.77901E+10	0.000312417
5489.08757	4.78066E+10	0.000315884
5487.15887	4.78231E+10	0.000320226
5485.23016	4.78396E+10	0.000325484
5483.30146	4.78561E+10	0.000329132
5481.37276	4.78726E+10	0.000330165
5479.44405	4.78890E+10	0.000327471
5477.51535	4.79054E+10	0.000319022
5475.58665	4.79218E+10	0.0003127
5473.65795	4.79381E+10	0.000317715
5471.72924	4.79544E+10	0.00032548
5469.80054	4.79707E+10	0.000326069
5467.87184	4.79870E+10	0.000324162
5465.94314	4.80033E+10	0.000323994
5464.01443	4.80195E+10	0.000322605
5462.08573	4.80357E+10	0.000319757
5460.15703	4.80519E+10	0.000320541
5458.22833	4.80681E+10	0.000325167
5456.29962	4.80842E+10	0.00032939
5454.37092	4.81003E+10	0.000332408
5452.44222	4.81164E+10	0.000331937
5450.51352	4.81325E+10	0.000326694
5448.58481	4.81486E+10	0.000320418
5446.65611	4.81646E+10	0.000316283
5444.72741	4.81806E+10	0.000315541
5442.79871	4.81965E+10	0.000316284
5440.87	4.82125E+10	0.000319448
5438.9413	4.82284E+10	0.000325576
5437.0126	4.82443E+10	0.000325598
5435.0839	4.82602E+10	0.000321482
5433.15519	4.82760E+10	0.000322734
5431.22649	4.82918E+10	0.00032166
5429.29779	4.83076E+10	0.000317205
5427.36909	4.83234E+10	0.000322601
5425.44038	4.83392E+10	0.00033468
5423.51168	4.83549E+10	0.000341968
5421.58298	4.83706E+10	0.000344581
5419.65427	4.83863E+10	0.000345226
5417.72557	4.84019E+10	0.000340275
5415.79687	4.84175E+10	0.000327127
5413.86817	4.84331E+10	0.000314791
5411.93946	4.84487E+10	0.000313439
5410.01076	4.84643E+10	0.000321792
5408.08206	4.84798E+10	0.000333734
5406.15336	4.84953E+10	0.00034211
5404.22465	4.85108E+10	0.000344687
5402.29595	4.85262E+10	0.000346438
5400.36725	4.85416E+10	0.00034754
5398.43855	4.85570E+10	0.000343521
5396.50984	4.85724E+10	0.000334433
5394.58114	4.85877E+10	0.00032814
5392.65244	4.86031E+10	0.00033311
5390.72374	4.86184E+10	0.000343775
